Title,Year,Rating,Length (mins),Rating Amount,Group,Metascore,Short Description,Directors,Star 1,Star 2,Star 3,Genre 1,Genre 2,Genre 3,KMeans Cluster,Agglomerative Cluster
I've Loved You So Long,0.8518518518518512,0.1052631578947362,0.1161417322834645,0.0036789297658862,12A,0.7083333333333333,A woman struggles to interact with her family and find her place in society after spending fifteen years in prison.,Deniz Gamze Ergüven,Günes Sensoy, Doga Zeynep Doguslu, Tugba Sunguroglu,Drama,,,1,0
Athlete A,0.962962962962962,0.1052631578947362,0.0885826771653543,0.0010033444816053,15,0.7916666666666667,Follow the Indianapolis Star reporters that broke the story about USA Gymnastics doctor Larry Nassar's abuse and hear from gymnasts like Maggie Nichols.,Marc Rothemund,Julia Jentsch, Fabian Hinrichs, Alexander Held,Biography, Crime, Drama,1,0
RBG,0.9444444444444428,0.1052631578947362,0.0787401574803149,0.0016722408026755,PG,0.5972222222222222,"The exceptional life and career of U.S. Supreme Court Justice Ruth Bader Ginsburg, who has developed a breathtaking legal legacy while becoming an unexpected pop culture icon.",Paul Greengrass,James Nesbitt, Tim Pigott-Smith, Nicholas Farrell,Drama, History, War,2,1
Dogtown and Z-Boys,0.7870370370370345,0.1052631578947362,0.0649606299212598,0.0013377926421404,15,0.6666666666666667,Documentary about the pioneering 1970s Zephyr skating team.,Joseph H. Lewis,John Dall, Peggy Cummins, Berry Kroeger,Crime, Drama, Film-Noir,1,0
Spellbound,0.7962962962962941,0.1052631578947362,0.076771653543307,0.0010033444816053,U,0.7222222222222223,Spellbound follows eight teenagers on their quest to win the 1999 National Spelling Bee.,Sara Dosa,Miranda July, Katia Krafft, Maurice Krafft,Documentary, Biography,,1,0
The Sky Is Pink,0.9537037037037024,0.1052631578947362,0.1673228346456693,0.0,12A,0.375,"Based on the love story of a couple spanning 25 years and told through the lens of their spunky teenage daughter Aisha Chaudhary, who was diagnosed with pulmonary fibrosis.",Levan Akin,Levan Gelbakhiani, Bachi Valishvili, Ana Javakishvili,Drama, Romance,,2,1
"What Happened, Miss Simone?",0.9166666666666644,0.1052631578947362,0.0846456692913386,0.0016722408026755,15,0.6527777777777777,"A documentary about the life and legend Nina Simone, an American singer, pianist, and civil rights activist labeled the ""High Priestess of Soul.""",Baz Poonpiriya,Chutimon Chuengcharoensukying, Eisaya Hosuwan, Teeradon Supapunpinyo,Comedy, Crime, Drama,2,0
Who Killed the Electric Car?,0.8333333333333321,0.1052631578947362,0.0669291338582677,0.0010033444816053,U,0.5833333333333334,"A documentary that investigates the birth and death of the electric car, as well as the role of renewable energy and sustainable living in the future.",Josef von Sternberg,Emil Jannings, Marlene Dietrich, Kurt Gerron,Drama, Music, Romance,2,1
O Homem que Copiava,0.8055555555555536,0.1052631578947362,0.1279527559055118,0.0006688963210702,R,0.2916666666666666,A Brazilian photocopier operator falls in love with a girl who lives in an opposite house and spends his evenings looking at her through his binoculars.,Laurence Olivier,Laurence Olivier, Jean Simmons, John Laurie,Drama,,,2,1
When You're Strange,0.8611111111111107,0.1052631578947362,0.0551181102362204,0.0,15,0.375,"A look at the late '60s and early '70s rock band The Doors, including rare exclusive footage.",Fritz Lang,Edward G. Robinson, Joan Bennett, Raymond Massey,Crime, Drama, Film-Noir,2,1
Side by Side,0.8888888888888893,0.1052631578947362,0.0807086614173228,0.0013377926421404,15,0.75,"The documentary investigates the history, process and workflow of both digital and photochemical film creation.",Alain Resnais,Delphine Seyrig, Giorgio Albertazzi, Sacha Pitoëff,Drama, Mystery, Romance,1,0
Indie Game: The Movie,0.8888888888888893,0.1052631578947362,0.0885826771653543,0.0040133779264214,15,0.625,"A documentary that follows the journeys of indie game developers as they create games and release those works, and themselves, to the world.",Nicholas Ray,Joan Crawford, Sterling Hayden, Mercedes McCambridge,Drama, Western,,2,1
Life in a Day,0.8796296296296298,0.1052631578947362,0.0728346456692913,0.0020066889632107,12A,0.4166666666666666,"A documentary shot by film-makers all over the world that serves as a time capsule to show future generations what it was like to be alive on the twenty-fourth of July, 2010.",Henry Koster,Cary Grant, Loretta Young, David Niven,Comedy, Drama, Fantasy,2,1
Weiner,0.9259259259259238,0.1052631578947362,0.0748031496062992,0.0003344481605351,15,0.7777777777777777,An examination of disgraced New York Congressman Anthony Weiner's mayoral campaign and today's political landscape.,Brett Morgen,David Bowie, Trevor Bolder, Ken Fordham,Documentary, Biography, History,1,0
Furiosa: A Mad Max Saga,1.0,0.0526315789473681,0.1771653543307086,0.0866220735785953,15,0.7083333333333333,The origin story of renegade warrior Furiosa before her encounter and teamup with Mad Max.,Lee Chang-dong,Sul Kyung-gu, Kim Yeo-jin, Moon So-ri,Drama,,,1,0
Inside Out 2,1.0,0.0526315789473681,0.0748031496062992,0.0648829431438127,U,0.625,"A sequel that features Riley entering puberty and experiencing brand new, more complex emotions as a result. As Riley tries to adapt to her teenage years, her old emotions try to adapt to the possibility of being replaced.",Howard Hawks,Cary Grant, Jean Arthur, Rita Hayworth,Adventure, Drama, Romance,2,1
Eyes Wide Shut,0.768518518518519,0.0526315789473681,0.1988188976377952,0.1284280936454849,18,0.5694444444444444,"A Manhattan doctor embarks on a bizarre, night-long odyssey after his wife's admission of unfulfilled longing.",Sam Wood,Gary Cooper, Teresa Wright, Babe Ruth,Biography, Drama, Romance,2,1
28 Days Later,0.7962962962962941,0.0526315789473681,0.108267716535433,0.1535117056856187,18,0.625,"Four weeks after a mysterious, incurable virus spreads throughout the United Kingdom, a handful of survivors try to find sanctuary.",Wim Wenders,Compay Segundo, Ibrahim Ferrer, Rubén González,Documentary, Music,,2,1
The Greatest Showman,0.9351851851851832,0.0526315789473681,0.09251968503937,0.1060200668896321,PG,0.2777777777777778,Celebrates the birth of show business and tells of a visionary who rose from nothing to create a spectacle that became a worldwide sensation.,Wim Wenders,Pina Bausch, Regina Advento, Malou Airaudo,Documentary, Music,,2,1
Avatar: The Way of Water,0.981481481481481,0.0526315789473681,0.2637795275590551,0.1725752508361204,12A,0.5416666666666666,"Jake Sully lives with his newfound family formed on the extrasolar moon Pandora. Once a familiar threat returns to finish what was previously started, Jake must work with Neytiri and the army of the Na'vi race to protect their home.",Shoojit Sircar,Deepika Padukone, Amitabh Bachchan, Irrfan Khan,Comedy, Drama,,2,1
Blow,0.7870370370370345,0.0526315789473681,0.1299212598425197,0.0903010033444816,18,0.3333333333333333,"The story of how George Jung, along with the Medellín Cartel headed by Pablo Escobar, established the American cocaine market in the 1970s in the United States.",Robert Townsend,Eddie Murphy, Tatyana Ali, Billie Allen,Documentary, Comedy,,2,1
The Town,0.8703703703703702,0.0526315789473681,0.1318897637795275,0.1394648829431438,15,0.6388888888888888,A proficient group of thieves rob a bank and hold the manager hostage. Things begin to get complicated when one of the crew members falls in love with her.,Robert Bresson,Martin LaSalle, Marika Green, Jean Pélégri,Crime, Drama,,2,1
Beetlejuice,0.6666666666666643,0.0526315789473681,0.0669291338582677,0.1301003344481605,15,0.5972222222222222,"The spirits of a deceased couple are harassed by an unbearable family that has moved into their home, and hire a malicious spirit to drive them out.",Kang Je-kyu,Jang Dong-gun, Joe Odagiri, Bingbing Fan,Action, Drama, War,2,1
Les Misérables,0.8888888888888893,0.0526315789473681,0.1968503937007874,0.1147157190635451,12A,0.4861111111111111,"In 19th-century France, Jean Valjean, who, for decades, has been hunted by the ruthless policeman Javert after breaking parole, agrees to care for a factory worker's daughter. The decision changes their lives forever.",Ceyda Torun,Yaman Barlas, Sari, Arzu Göl,Documentary,,,2,1
Scott Pilgrim vs. the World,0.8703703703703702,0.0526315789473681,0.1062992125984252,0.1565217391304348,12A,0.5694444444444444,"In a magically realistic version of Toronto, a young man must defeat his new girlfriend's seven evil exes one by one in order to win her heart.",Shigeyasu Yamauchi,Masako Nozawa, Ryô Horikawa, Takeshi Kusao,Animation, Action, Sci-Fi,2,1
The Conjuring,0.8981481481481488,0.0526315789473681,0.1062992125984252,0.1899665551839465,15,0.5555555555555556,Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse.,John Farrow,Ray Milland, Maureen O'Sullivan, Charles Laughton,Crime, Drama, Film-Noir,2,1
The Covenant,0.9907407407407404,0.0526315789473681,0.1279527559055118,0.0581939799331103,15,0.4861111111111111,"During the war in Afghanistan, a local interpreter risks his own life to carry an injured sergeant across miles of grueling terrain.",W.S. Van Dyke,William Powell, Myrna Loy, James Stewart,Comedy, Crime, Mystery,2,1
Little Children,0.8333333333333321,0.0526315789473681,0.155511811023622,0.0364548494983277,15,0.6527777777777777,"The lives of two lovelorn spouses from separate marriages, a registered sex offender, and a disgraced ex-police officer intersect as they struggle to resist their vulnerabilities and temptations in suburban Massachusetts.",Julio Medem,Najwa Nimri, Fele Martínez, Nancho Novo,Drama, Mystery, Romance,2,1
Baby Driver,0.9351851851851832,0.0526315789473681,0.108267716535433,0.2110367892976588,15,0.8055555555555556,"Coerced into working for a crime boss, a young getaway driver must face the music when a doomed heist threatens his life, love, and freedom.",Nimród Antal,Sándor Csányi, Eszter Balla, Zoltán Mucsi,Comedy, Crime, Drama,1,0
A Man Called Otto,0.981481481481481,0.0526315789473681,0.1338582677165354,0.0591973244147157,15,0.3194444444444444,"Otto is a grump who's given up on life following the loss of his wife and wants to end it all. When a young family moves in nearby, he meets his match in quick-witted Marisol, leading to a friendship that will turn his world around.",Ali Atay,Ahmet Mümtaz Taylan, Alper Kul, Sarp Apak,Action, Comedy, Crime,2,1
Interview with the Vampire: The Vampire Chronicles,0.7222222222222214,0.0526315789473681,0.1279527559055118,0.1170568561872909,18,0.4722222222222222,"A vampire tells his epic life story: love, betrayal, loneliness, and hunger.",Mustafa Altioklar,Okan Bayülgen, Müjde Ar, Savas Dinçel,Crime, Drama, Romance,2,1
Indiana Jones and the Temple of Doom,0.6296296296296298,0.0526315789473681,0.1181102362204724,0.1799331103678929,12A,0.4027777777777778,"In 1935, Indiana Jones is tasked by Indian villagers with reclaiming a rock stolen from them by a secret cult beneath the catacombs of an ancient palace.",Mahsun Kirmizigül,Talat Bulut, Mert Turak, Mahsun Kirmizigül,Comedy, Drama, History,2,1
The Devil's Advocate,0.75,0.0526315789473681,0.1692913385826771,0.1364548494983277,18,0.4444444444444444,An exceptionally adept Florida lawyer is offered a job at a high-end New York City law firm with a high-end boss - the biggest opportunity of his career to date.,Éric Rohmer,Marie Rivière, María Luisa García, Vincent Gauthier,Drama, Romance,,2,1
Total Recall,0.6851851851851833,0.0526315789473681,0.108267716535433,0.1187290969899665,18,0.4444444444444444,"When a man goes in to have virtual vacation memories of the planet Mars implanted in his mind, an unexpected and harrowing series of events forces him to go to the planet for real - or is he?",George Marshall,Marlene Dietrich, James Stewart, Mischa Auer,Comedy, Western,,2,1
Erin Brockovich,0.7777777777777786,0.0526315789473681,0.1437007874015748,0.0739130434782608,15,0.625,A flamboyant law firm secretary works tirelessly to gain justice for a small town wrecked by a utility company's pollution.,Tsuneo Kobayashi,Junko Takeuchi, Nana Mizuki, Jun Fukuyama,Animation, Action, Adventure,2,1
Promising Young Woman,0.962962962962962,0.0526315789473681,0.108267716535433,0.0709030100334448,15,0.6111111111111112,"Nothing in Cassie's life is what it appears to be - she's wickedly smart, tantalizingly cunning, and she's living a secret double life. Now, an unexpected encounter is about to give Cassie a chance to right the wrongs from the past.","Mani Ratnam, Sruti Harihara Subramanian",Vikram, Aishwarya Rai Bachchan, Trisha Krishnan,Action, Drama,,2,1
The Fabelmans,0.981481481481481,0.0526315789473681,0.1830708661417322,0.0387959866220735,12A,0.7916666666666667,"Growing up in post-World War II era Arizona, young Sammy Fabelman aspires to become a filmmaker as he reaches adolescence, but soon discovers a shattering family secret and explores how the power of films can help him see the truth.",Chris Smith,Jim Carrey, Danny DeVito, Milos Forman,Documentary,,,1,0
A Quiet Place,0.9444444444444428,0.0526315789473681,0.0629921259842519,0.2046822742474916,15,0.75,A family struggles for survival in a world invaded by blind alien creatures with ultra-sensitive hearing.,Mong-Hong Chung,Chien-Ho Wu, Chen Yiwen, Samantha Shu-Chin Ko,Crime, Drama,,1,0
Harry Potter and the Order of the Phoenix,0.8425925925925917,0.0526315789473681,0.1574803149606299,0.2170568561872909,12A,0.5972222222222222,"With their warning about Lord Voldemort's return scoffed at, Harry and Dumbledore are targeted by the Wizard authorities as an authoritarian bureaucrat slowly seizes power at Hogwarts.",Robert J. Flaherty,Allakariallak, Alice Nevalinga, Cunayou,Documentary,,,2,1
Jackie Brown,0.75,0.0526315789473681,0.1889763779527559,0.1260869565217391,15,0.4722222222222222,"A flight attendant with a criminal past gets nabbed by the ATF for smuggling. Under pressure to become an informant against the illegal arms dealer she works for, she must find a way to secure her future without getting killed.",Carol Reed,Ralph Richardson, Michèle Morgan, Sonia Dresdel,Drama, Film-Noir, Mystery,2,1
Batman,0.6759259259259238,0.0526315789473681,0.1338582677165354,0.1361204013377926,12,0.5694444444444444,"The Dark Knight of Gotham City begins his war on crime with his first major enemy being Jack Napier, a criminal who becomes the clownishly homicidal Joker.",Ayan Mukerji,Ranbir Kapoor, Konkona Sen Sharma, Supriya Pathak,Comedy, Drama, Romance,2,1
American Fiction,0.9907407407407404,0.0526315789473681,0.1161417322834645,0.0324414715719063,15,0.7361111111111112,A novelist who's fed up with the establishment profiting from Black entertainment uses a pen name to write a book that propels him into the heart of the hypocrisy and madness he claims to disdain.,Yash Chopra,Sunny Deol, Juhi Chawla, Shah Rukh Khan,Action, Drama, Romance,1,0
Legends of the Fall,0.7222222222222214,0.0526315789473681,0.1476377952755905,0.060200668896321,15,0.2361111111111111,"In the early 1900s, three brothers and their father living in the remote wilderness of Montana are affected by betrayal, history, love, nature, and war.",Akarsh Khurana,Irrfan Khan, Dulquer Salmaan, Mithila Palkar,Adventure, Comedy, Drama,2,1
Spider-Man 2,0.8148148148148131,0.0526315789473681,0.1358267716535433,0.2431438127090301,PG,0.7638888888888888,Peter Parker is beset with troubles in his failing personal life as he battles a former brilliant scientist named Otto Octavius.,Václav Vorlícek,Libuse Safránková, Pavel Trávnícek, Carola Braunbock,Drama, Fantasy, Family,1,0
Gangs of New York,0.7962962962962941,0.0526315789473681,0.2145669291338582,0.1588628762541806,18,0.6111111111111112,"In 1862, Amsterdam Vallon returns to the Five Points area of New York City seeking revenge against Bill the Butcher; his father's killer.",Jean-Pierre Melville,Roger Duchesne, Isabelle Corey, Daniel Cauchy,Crime, Drama, Thriller,2,1
Kill,0.9907407407407404,0.0526315789473681,0.09251968503937,0.0093645484949832,18,0.6388888888888888,"During a train trip to New Delhi, a pair of commandos face an army of invading bandits.",Michael Curtiz,Errol Flynn, Brenda Marshall, Claude Rains,Action, Adventure, History,2,0
Upgrade,0.9444444444444428,0.0526315789473681,0.0826771653543307,0.0698996655518394,15,0.5416666666666666,"Set in the near-future, technology controls nearly all aspects of life. But when the world of Grey, a self-labeled technophobe, is turned upside down, his only hope for revenge is an experimental computer chip implant.",Ingmar Bergman,Liv Ullmann, Bibi Andersson, Max von Sydow,Drama,,,2,1
The Hunger Games: Catching Fire,0.8981481481481488,0.0526315789473681,0.1732283464566929,0.2444816053511705,12A,0.6666666666666667,Katniss Everdeen and Peeta Mellark become targets of the Capitol after their victory in the 74th Hunger Games sparks a rebellion in the Districts of Panem.,Anurag Basu,Sanya Malhotra, Rajkummar Rao, Abhishek Bachchan,Action, Comedy, Drama,2,1
The Crow,0.7222222222222214,0.0526315789473681,0.0866141732283464,0.0698996655518394,18,0.6111111111111112,"The night before his wedding, musician Eric Draven and his fiancée are brutally murdered by members of a violent gang. On the anniversary of their death, Eric rises from the grave and assumes the mantle of the Crow, a supernatural avenger.","Abhinay Deo, Akshat Verma",Imran Khan, Vir Das, Kunaal Roy Kapur,Action, Comedy, Crime,2,1
The Hunt for Red October,0.6851851851851833,0.0526315789473681,0.1515748031496062,0.0705685618729097,PG,0.4166666666666666,"In November 1984, the Soviet Union's best submarine captain violates orders and heads for the U.S. in a new undetectable sub. The American CIA and military must quickly determine: Is he trying to defect or to start a war?",José Luis Cuerda,Manuel Lozano, Fernando Fernán Gómez, Uxía Blanco,Drama, War,,2,1
Munich,0.8240740740740726,0.0526315789473681,0.2086614173228346,0.0789297658862876,15,0.6388888888888888,"After the Black September capture and massacre of Israeli athletes at the 1972 Olympics, five men are chosen to eliminate the people responsible for that fateful day.",Akira Kurosawa,Takashi Shimura, Toshirô Mifune, Reizaburô Yamamoto,Crime, Drama, Romance,2,0
The Impossible,0.8888888888888893,0.0526315789473681,0.1102362204724409,0.0816053511705685,12A,0.625,The story of a tourist family in Thailand caught in the destruction and chaotic aftermath of the 2004 Indian Ocean tsunami.,Michael Caton-Jones,John Hurt, Hugh Dancy, Dominique Horwitz,Drama, History, War,2,1
Waves,0.9537037037037024,0.0526315789473681,0.1515748031496062,0.0080267558528428,15,0.7222222222222223,"Traces the journey of a suburban family - led by a well-intentioned but domineering father - as they navigate love, forgiveness, and coming together in the aftermath of a loss.","Khurram H. Alavi, Ayman Jamal",Adewale Akinnuoye-Agbaje, Ian McShane, China Anne McClain,Animation, Action, Adventure,1,0
The Piano Teacher,0.7870370370370345,0.0526315789473681,0.1437007874015748,0.0217391304347826,18,0.7083333333333333,A young man romantically pursues his masochistic piano teacher.,Ziad Doueiri,Adel Karam, Kamel El Basha, Camille Salameh,Crime, Drama, Thriller,1,0
Sleepers,0.7407407407407405,0.0526315789473681,0.1751968503937007,0.0782608695652174,15,0.2916666666666666,"After a prank goes disastrously wrong, a group of boys are sent to a detention center where they are brutalized. Thirteen years later, an unexpected random encounter with a former guard gives them a chance for revenge.",Fatih Akin,Moritz Bleibtreu, Christiane Paul, Mehmet Kurtulus,Adventure, Comedy, Romance,2,1
Doctor Strange,0.9259259259259238,0.0526315789473681,0.1122047244094488,0.2755852842809365,12A,0.6111111111111112,"While on a journey of physical and spiritual healing, a brilliant neurosurgeon is drawn into the world of the mystic arts.",Jirí Menzel,Václav Neckár, Josef Somr, Vlastimil Brodský,Comedy, Drama, Romance,2,1
One Life,0.9907407407407404,0.0526315789473681,0.1003937007874015,0.0073578595317725,12A,0.5694444444444444,"Sir Nicholas 'Nicky' Winton, a young London broker who, in the months leading up to World War II, rescued over 600 children from Nazi-occupied Czechoslovakia.",Davis Guggenheim,Jimmy Page, The Edge, Jack White,Documentary, Music,,2,1
The Aviator,0.8148148148148131,0.0526315789473681,0.2204724409448819,0.1280936454849498,12A,0.6805555555555556,A biopic depicting the early years of legendary director and aviator Howard Hughes' career from the late 1920s to the mid 1940s.,Ozan Açiktan,Engin Günaydin, Demet Evgar, Erdal Özyagcilar,Comedy,,,2,0
The Favourite,0.9444444444444428,0.0526315789473681,0.1200787401574803,0.0785953177257525,15,0.875,"In early 18th-century England, the status quo at the court is upset when a new servant arrives and endears herself to a frail Queen Anne.",Behzad Khambata,Yami Gautam, Atul Kulkarni, Neha Dhupia,Drama, Thriller,,1,0
A Time to Kill,0.7407407407407405,0.0526315789473681,0.1791338582677165,0.0595317725752508,15,0.3472222222222222,A young Mississippi lawyer defends a black man who killed the two white men that raped his preteen daughter.,Nishikant Kamat,Irrfan Khan, Jimmy Shergill, Vishesh Bansal,Drama, Thriller,,2,1
Trading Places,0.6203703703703702,0.0526315789473681,0.1141732283464566,0.054515050167224,15,0.5694444444444444,A snobbish investor and a wily street con artist find their positions reversed as part of a bet by two callous millionaires.,Yilmaz Erdogan,Kivanç Tatlitug, Mert Firat, Belçim Bilgin,Biography, Drama, History,2,1
"I, Tonya",0.9351851851851832,0.0526315789473681,0.1200787401574803,0.0806020066889632,15,0.6805555555555556,"Competitive ice skater Tonya Harding rises amongst the ranks at the U.S. Figure Skating Championships, but her future in the activity is thrown into doubt when her ex-husband intervenes.",Larry Charles,Bill Maher, Tal Bachman, Jonathan Boulden,Documentary, Comedy, War,1,0
The Warriors,0.5833333333333321,0.0526315789473681,0.0688976377952756,0.0347826086956521,X,0.5138888888888888,A street gang known as the Warriors must fight its way from the Bronx to its home turf on Coney Island when its members are falsely accused of assassinating a respected gang leader.,Asghar Farhadi,Hediyeh Tehrani, Taraneh Alidoosti, Hamid Farrokhnezhad,Drama, Mystery, Romance,2,1
Contact,0.75,0.0526315789473681,0.1811023622047244,0.097324414715719,PG,0.4722222222222222,"Dr. Ellie Arroway, after years of searching, finds conclusive radio proof of extraterrestrial intelligence, sending plans for a mysterious machine.",Philippe Claudel,Kristin Scott Thomas, Elsa Zylberstein, Serge Hazanavicius,Drama,,,2,1
Ice Age,0.7962962962962941,0.0526315789473681,0.0452755905511811,0.1765886287625418,PG,0.4583333333333333,"Manny the mammoth, Sid the loquacious sloth, and Diego the sabre-toothed tiger go on a comical quest to return a human baby back to his father, across a world on the brink of an ice age.",Amit Masurkar,Rajkummar Rao, Pankaj Tripathi, Anjali Patil,Comedy, Drama,,2,1
Zombieland,0.8611111111111107,0.0526315789473681,0.0590551181102362,0.2107023411371237,15,0.625,"A shy student trying to reach his family in Ohio, a gun-toting bruiser in search of the last Twinkie and a pair of sisters striving to get to an amusement park join forces in a trek across a zombie-filled America.","Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla",Shah Rukh Khan, Kajol, Dalip Tahil,Crime, Drama, Musical,2,1
BlacKkKlansman,0.9444444444444428,0.0526315789473681,0.1515748031496062,0.0969899665551839,15,0.7638888888888888,"Ron Stallworth, an African American police officer from Colorado Springs, Colorado, successfully infiltrates the local Ku Klux Klan branch aided by a Jewish surrogate who eventually becomes its leader. Based on actual events.",Ram Madhvani,Sonam Kapoor, Shabana Azmi, Yogendra Tikku,Biography, Drama, Thriller,1,0
Perfume: The Story of a Murderer,0.8333333333333321,0.0526315789473681,0.1751968503937007,0.0872909698996655,15,0.3888888888888888,"Jean-Baptiste Grenouille, born with a superior olfactory sense, creates the world's finest perfume. His work, however, takes a dark turn as he searches for the ultimate scent.","Bonni Cohen, Jon Shenk",Maggie Nichols, Gina Nichols, John Nichols,Documentary, Crime, Sport,2,1
Collateral,0.8148148148148131,0.0526315789473681,0.1220472440944882,0.1454849498327759,15,0.5972222222222222,A cab driver finds himself the hostage of an engaging contract killer as he makes his rounds from hit to hit during one night in Los Angeles.,"Julie Cohen, Betsy West",Ruth Bader Ginsburg, Ann Kittner, Harryette Helsel,Documentary, Biography,,2,1
Battle Royale,0.7777777777777786,0.0526315789473681,0.1102362204724409,0.0632107023411371,18,0.7361111111111112,"In the future, the Japanese government captures a class of ninth-grade students and forces them to kill one another under the revolutionary ""Battle Royale"" act.","René Goscinny, Albert Uderzo",Roger Carel, Jacques Morel, Pierre Tornade,Animation, Adventure, Comedy,1,0
The Hurt Locker,0.8518518518518512,0.0526315789473681,0.1437007874015748,0.1578595317725752,15,0.9305555555555556,"During the Iraq War, a Sergeant recently assigned to an army bomb squad is put at odds with his squad mates due to his maverick way of handling his work.",Stacy Peralta,Sean Penn, Jay Adams, Tony Alva,Documentary, Sport,,1,0
An American Werewolf in London,0.6018518518518512,0.0526315789473681,0.076771653543307,0.0391304347826087,X,0.375,"American college students David Kessler and Jack Goodman on a walking tour of Britain are attacked by a werewolf that none of the locals will admit exists. Jack dies. David recovers in a hospital, where he has nightmares.",Jeffrey Blitz,Angela Arenivar, Ubaldo Arenivar, Jorge Arenivar,Documentary, Comedy, Thriller,2,1
Brooklyn,0.9166666666666644,0.0526315789473681,0.1161417322834645,0.0481605351170568,12A,0.8333333333333333,"An Irish immigrant lands in 1950s Brooklyn, where she quickly falls into a romance with a local. When her past catches up with her, however, she must choose between two countries and the lives that exist within.",Amal Neerad,Mammootty, Soubin Shahir, Sreenath Bhasi,Action, Crime, Drama,1,0
The Abyss,0.6759259259259238,0.0526315789473681,0.1614173228346457,0.0635451505016722,15,0.4722222222222222,A civilian diving team is enlisted to search for a lost nuclear submarine and faces danger while encountering an alien aquatic species.,Rahul Sankrityan,Nani, Sai Pallavi, Krithi Shetty,Drama, Romance,,2,1
Young Woman and the Sea,1.0,0.0526315789473681,0.139763779527559,0.0020066889632107,PG,0.4722222222222222,"The story of competitive swimmer Gertrude Ederle, who, in 1926, was the first woman to ever swim across the English Channel.",Shonali Bose,Priyanka Chopra Jonas, Farhan Akhtar, Zaira Wasim,Drama, Romance,,2,1
The Incredibles 2,0.9444444444444428,0.0526315789473681,0.1181102362204724,0.1127090301003344,PG,0.7222222222222223,The Incredibles family takes on a new mission which involves a change in family roles: Bob Parr (Mr. Incredible) must manage the house while his wife Helen (Elastigirl) goes out to save the world.,Shoojit Sircar,Raashi Khanna, John Abraham, Nargis Fakhri,Action, Drama, Thriller,1,0
Lone Survivor,0.8981481481481488,0.0526315789473681,0.124015748031496,0.1016722408026755,15,0.4444444444444444,"Marcus Luttrell and his team set out on a mission to capture or kill notorious Taliban leader Ahmad Shah, in late June 2005. Marcus and his team are left to fight for their lives in one of the most valiant efforts of modern warfare.",Liz Garbus,Nina Simone, Lisa Simone Kelly, Roger Nupie,Documentary, Biography, Music,2,1
Leaving Las Vegas,0.731481481481481,0.0526315789473681,0.1043307086614173,0.0431438127090301,18,0.75,"Ben Sanderson, a Hollywood screenwriter who lost everything because of his alcoholism, arrives in Las Vegas to drink himself to death. There, he meets and forms an uneasy friendship and non-interference pact with prostitute Sera.",Priyadarshan,Akshaye Khanna, Aftab Shivdasani, Rimi Sen,Comedy, Drama, Romance,1,0
Lolita,0.4259259259259238,0.0526315789473681,0.187007874015748,0.0341137123745819,X,0.7083333333333333,A middle-aged college professor becomes infatuated with a 14-year-old girl.,Aleksey Balabanov,Sergey Bodrov, Viktor Sukhorukov, Sergey Makovetskiy,Action, Crime, Drama,1,0
Dinner in America,0.962962962962962,0.0526315789473681,0.0944881889763779,0.0006688963210702,15,0.7222222222222223,An on-the-lam punk rocker and a young woman obsessed with his band unexpectedly fall in love and go on an epic journey together through America's decaying Midwestern suburbs.,Chris Paine,Martin Sheen, Tom Hanks, Mel Gibson,Documentary,,,1,0
Master and Commander: The Far Side of the World,0.8055555555555536,0.0526315789473681,0.1574803149606299,0.0785953177257525,12A,0.7361111111111112,"During the Napoleonic Wars, a brash British captain pushes his ship and crew to their limits in pursuit of a formidable French war vessel around South America.",Sagar Ballary,Vinay Pathak, Rajat Kapoor, Sarika Thakur,Comedy, Drama,,1,0
Source Code,0.8796296296296298,0.0526315789473681,0.0688976377952756,0.1852842809364548,12A,0.6388888888888888,A soldier wakes up in someone else's body and discovers he's part of an experimental government program to find the bomber of a commuter train within 8 minutes.,Jorge Furtado,Lázaro Ramos, Leandra Leal, Luana Piovani,Comedy, Crime, Drama,2,1
Funny Games,0.75,0.0526315789473681,0.0984251968503937,0.0264214046822742,18,0.5694444444444444,"Two violent young men take a mother, father, and son hostage in their vacation cabin and force them to play sadistic ""games"" with one another for their own amusement.",Dibakar Banerjee,Sushant Singh Rajput, Anand Tiwari, Neeraj Kabi,Action, Crime, Drama,2,1
It's a Mad Mad Mad Mad World,0.4351851851851833,0.0526315789473681,0.2992125984251969,0.0127090301003344,U,0.4305555555555556,"Several different motorists witness a single car crash in the California desert and, after the driver's dying words indicate the location of a hidden stash of loot, turn against each other in a mad dash across the state to get to it.",S. Shankar,Rajinikanth, Shriya Saran, Suman,Action, Crime, Drama,2,1
Hugo,0.8796296296296298,0.0526315789473681,0.1338582677165354,0.1110367892976588,U,0.7638888888888888,"In 1931 Paris, an orphan living in the walls of a train station gets wrapped up in a mystery involving his late father and an automaton.","Ketche, Can Ulkay",Timuçin Esen, Zerrin Tekindor, Ayça Bingöl,Biography, Drama, Music,1,0
A Fish Called Wanda,0.6666666666666643,0.0526315789473681,0.0984251968503937,0.0494983277591973,15,0.7222222222222223,"In London, four very different people team up on a jewel heist, then try to double-cross one another for the loot, complicated by their efforts to fool the very proper barrister Archibald Leach.",Tom DiCillo,Johnny Depp, John Densmore, Robby Krieger,Documentary, Music,,1,0
