Title,Year,Rating,Length (mins),Rating Amount,Group,Metascore,Short Description,Directors,Star 1,Star 2,Star 3,Genre 1,Genre 2,Genre 3
Singin' in the Rain,0.33333333333333215,0.4736842105263155,0.08858267716535434,0.08695652173913043,U,0.9861111111111112,A silent film star falls for a chorus girl just as he and his delusionally jealous screen partner are trying to make the difficult transition to talking pictures in 1920s Hollywood.,"Olivier Nakache, Éric Toledano",,,,,,
Hamilton,0.9629629629629619,0.4736842105263155,0.20078740157480315,0.038461538461538464,12,0.8333333333333333,"The real life of one of America's foremost founding fathers and first Secretary of the Treasury, Alexander Hamilton. Captured live on Broadway from the Richard Rodgers Theater with the original Broadway cast.",Alfred Hitchcock,,,,,,
Star Wars: Episode VI - Return of the Jedi,0.6203703703703702,0.4736842105263155,0.1437007874015748,0.3979933110367893,PG,0.41666666666666663,"After rescuing Han Solo from Jabba the Hutt, the Rebel Alliance attempts to destroy the second Death Star while Luke struggles to help Darth Vader back from the dark side.",Giuseppe Tornatore,,,,,,
Amélie,0.7870370370370345,0.4736842105263155,0.12598425196850394,0.268561872909699,15,0.5833333333333334,"Despite being caught in her imaginative world, young waitress Amelie decides to help people find happiness. Her quest to spread joy leads her on a journey during which she finds true love.",Kurt Kuenne,,,,,,
Lawrence of Arabia,0.4259259259259238,0.4736842105263155,0.3326771653543307,0.105685618729097,PG,1.0,"The story of T.E. Lawrence, the English officer who successfully united and led the diverse, often warring, Arab tribes during World War I in order to fight the Turks.",Charles Chaplin,,,,,,
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,0.44444444444444287,0.4736842105263155,0.07283464566929135,0.17525083612040135,PG,0.9583333333333333,"A mentally unstable American general orders a hydrogen bomb attack on the Soviet Union, triggering a path to global nuclear holocaust that a war room full of politicians and generals frantically tries to stop.",Charles Chaplin,,,,,,
Up,0.8611111111111107,0.4736842105263155,0.07480314960629922,0.3979933110367893,U,0.8333333333333333,"78-year-old Carl Fredricksen travels to South America in his house equipped with balloons, inadvertently taking a young stowaway.",Mstyslav Chernov,,,,,,
Princess Mononoke,0.75,0.4736842105263155,0.14763779527559054,0.14816053511705687,PG,0.6666666666666667,"On a journey to find the cure for a Tatarigami's curse, Ashitaka finds himself in the middle of a war between the forest gods and Tatara, a mining colony. In this quest he also meets San, the Mononoke Hime.",Ron Fricke,,,,,,
Toy Story 3,0.8703703703703702,0.4736842105263155,0.08858267716535434,0.30501672240802674,PG,0.8888888888888888,"The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and it's up to Woody to convince the other toys that they weren't abandoned and to return home.",Asif Kapadia,,,,,,
Metropolis,0.1018518518518512,0.4736842105263155,0.18700787401574806,0.060869565217391314,PG,0.9722222222222221,"In a futuristic city sharply divided between the working class and the city planners, the son of the city's mastermind falls in love with a working-class prophet who predicts the coming of a savior to mediate their differences.",Hanu Raghavapudi,,,,,,
Vertigo,0.3888888888888893,0.4736842105263155,0.1377952755905512,0.14414715719063545,PG,1.0,"A former San Francisco police detective juggles wrestling with his personal demons and becoming obsessed with the hauntingly beautiful woman he has been hired to trail, who may be deeply disturbed.",Marco Tullio Giordana,,,,,,
Citizen Kane,0.23148148148148096,0.4736842105263155,0.12007874015748032,0.1565217391304348,A,1.0,"Following the death of publishing tycoon Charles Foster Kane, reporters scramble to uncover the meaning of his final utterance: 'Rosebud.'",Vivek Agnihotri,,,,,,
The Apartment,0.40740740740740833,0.4736842105263155,0.13188976377952757,0.06555183946488295,PG,0.9166666666666667,"A Manhattan insurance clerk tries to rise in his company by letting its executives use his apartment for trysts, but office politics and his own romantic hopes complicate matters.",C. Prem Kumar,,,,,,
To Kill a Mockingbird,0.4259259259259238,0.4736842105263155,0.13976377952755906,0.11070234113712375,PG,0.8333333333333333,A widowed lawyer in Depression-era Alabama defends a black man against a false rape charge while teaching his young children about the sad reality of prejudice.,Madhu C. Narayanan,,,,,,
Double Indemnity,0.2592592592592595,0.4736842105263155,0.09645669291338582,0.054515050167224084,A,0.9305555555555556,"An insurance representative is seduced by a dissatisfied housewife into a scheme of insurance fraud and murder that arouses the suspicion of his colleague, a claims investigator.",Jacques Becker,,,,,,
North by Northwest,0.3981481481481488,0.4736842105263155,0.15354330708661415,0.11638795986622075,PG,0.9722222222222221,"A New York City advertising executive goes on the run after being mistaken for a government agent by a group of foreign spies, and falls for a woman whose loyalties he begins to doubt.",Hasan Fathi,,,,,,
A Separation,0.8796296296296298,0.4736842105263155,0.1279527559055118,0.08595317725752509,PG,0.9305555555555556,A married couple are faced with a difficult decision - to improve the life of their child by moving to another country or to stay in Iran and look after a deteriorating parent who has Alzheimer's disease.,"Waad Al-Kateab, Edward Watts",,,,,,
Ikiru,0.33333333333333215,0.4736842105263155,0.1673228346456693,0.028428093645484948,PG,0.8888888888888888,A bureaucrat tries to find meaning in his life after he discovers he has terminal cancer.,Pa. Ranjith,,,,,,
The Rescue,0.9722222222222214,0.4736842105263155,0.09645669291338582,0.004013377926421405,12A,0.7777777777777777,"A chronicle of the enthralling, against-all-odds story that transfixed the world in 2018: the daring rescue of twelve boys and their coach from deep inside a flooded cave in Northern Thailand.",Hrishikesh Mukherjee,,,,,,
Man with a Movie Camera,0.12037037037037024,0.4736842105263155,0.019685039370078733,0.006354515050167224,U,0.9444444444444444,"A man travels around a city with a camera slung over his shoulder, documenting urban life with dazzling invention.",Zeki Ökten,,,,,,
The Cranes Are Flying,0.37962962962962976,0.4736842105263155,0.07283464566929135,0.003678929765886288,PG,0.6666666666666667,"Veronica plans a rendezvous with her lover, Boris, at the bank of river, only for him to be drafted into World War II shortly thereafter.",Steven Spielberg,,,,,,
Children of Paradise,0.26851851851851904,0.4736842105263155,0.2578740157480315,0.004013377926421405,PG,0.9444444444444444,The theatrical life of a beautiful courtesan in 1830s Paris and the four men who love her.,Christopher Nolan,,,,,,
Hoop Dreams,0.7222222222222214,0.4736842105263155,0.22047244094488191,0.006354515050167224,12,0.9722222222222221,A film following the lives of two inner-city Chicago boys who struggle to become college basketball players on the road to going professional.,James Cameron,,,,,,
Red Beard,0.4537037037037024,0.4736842105263155,0.25,0.004013377926421405,X,0.8611111111111112,"In 19th-century Japan, a rough-tempered yet charitable town doctor trains a young intern.",Wolfgang Petersen,,,,,,
The Look of Silence,0.9074074074074083,0.4736842105263155,0.08858267716535434,0.0013377926421404688,15,0.8888888888888888,A family that survived the genocide in Indonesia confronts the men who killed one of their brothers.,Milos Forman,,,,,,
Sansho the Bailiff,0.3518518518518512,0.4736842105263155,0.1299212598425197,0.003010033444816054,PG,0.9444444444444444,"In medieval Japan, a compassionate governor is sent into exile. His wife and children try to join him, but are separated, and the children grow up amid suffering and oppression.",Makoto Shinkai,,,,,,
Samurai Rebellion,0.47222222222222143,0.4736842105263155,0.1377952755905512,0.0016722408026755855,12,0.8611111111111112,"The mother of a feudal lord's only heir is kidnapped away from her husband by the lord. The husband and his samurai father must decide whether to accept the unjust decision, or risk death to get her back.",Florian Henckel von Donnersmarck,,,,,,
Won't You Be My Neighbor?,0.9444444444444429,0.4736842105263155,0.07283464566929135,0.0060200668896321086,12A,0.7916666666666667,"An exploration of the life, lessons, and legacy of iconic children's television host Fred Rogers.","Lee Unkrich, Adrian Molina",,,,,,
Winter on Fire: Ukraine's Fight for Freedom,0.9166666666666643,0.4736842105263155,0.08661417322834647,0.003678929765886288,15,0.7083333333333333,"A documentary on the unrest in Ukraine during 2013 and 2014, as student demonstrations supporting European integration grew into a violent revolution calling for the resignation of President Viktor F. Yanukovich.",C. Prem Kumar,,,,,,
The Wild Robot,1.0,0.42105263157894646,0.08661417322834647,0.04147157190635452,U,0.7916666666666667,"After a shipwreck, an intelligent robot called Roz is stranded on an uninhabited island. To survive the harsh environment, Roz bonds with the island's animals and cares for an orphaned baby goose.",Nae Caranfil,,,,,,
Top Gun: Maverick,0.981481481481481,0.42105263157894646,0.14173228346456693,0.24983277591973246,12A,0.6944444444444444,"The story involves Maverick confronting his past while training a group of younger Top Gun graduates, including the son of his deceased best friend, for a dangerous mission.",Vetrimaaran,,,,,,
Jurassic Park,0.7129629629629619,0.42105263157894646,0.13582677165354332,0.3645484949832776,PG,0.5555555555555556,"An industrialist invites some experts to visit his theme park of cloned dinosaurs. After a power failure, the creatures run loose, putting everyone's lives, including his grandchildren's, in danger.",Jeethu Joseph,,,,,,
The Wolf of Wall Street,0.8981481481481488,0.42105263157894646,0.24015748031496062,0.5652173913043479,18,0.6527777777777777,"Based on the true story of Jordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government.",Nag Ashwin,,,,,,
Prisoners,0.8981481481481488,0.42105263157894646,0.18700787401574806,0.282943143812709,15,0.5833333333333334,"Keller Dover is facing every parent's worst nightmare. His six-year-old daughter, Anna, is missing, together with her friend, Joy, and as minutes turn to hours, panic sets in. The only lead is an RV that had been parked on their street.",Radivoje Andric,,,,,,
Green Book,0.9444444444444429,0.42105263157894646,0.14173228346456693,0.20434782608695654,12A,0.5694444444444444,A working-class Italian-American bouncer becomes the driver for an African-American classical pianist on a tour of venues through the 1960s American South.,Mohan Raja,,,,,,
Taxi Driver,0.5555555555555536,0.42105263157894646,0.11023622047244094,0.3193979933110368,18,0.9166666666666667,"A mentally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action.",Leonid Gaidai,,,,,,
No Country for Old Men,0.8425925925925917,0.42105263157894646,0.12598425196850394,0.3645484949832776,15,0.8888888888888888,Violence and mayhem ensue after a hunter stumbles upon the aftermath of a drug deal gone wrong and over two million dollars in cash near the Rio Grande.,Christopher Nolan,,,,,,
Spider-Man: No Way Home,0.9722222222222214,0.42105263157894646,0.17716535433070865,0.30869565217391304,12A,0.5972222222222222,"With Spider-Man's identity now revealed, Peter asks Doctor Strange for help. When a spell goes wrong, dangerous foes from other worlds start to appear.",Darren Aronofsky,,,,,,
Kill Bill: Vol. 1,0.8055555555555536,0.42105263157894646,0.10433070866141733,0.3979933110367893,18,0.5694444444444444,"After waking from a four-year coma, a former assassin wreaks vengeance on the team of assassins who betrayed her.",Michael Mann,,,,,,
Shutter Island,0.8703703703703702,0.42105263157894646,0.15748031496062995,0.4983277591973244,15,0.48611111111111116,Two US marshals are sent to a mental institution on an inhospitable island in order to investigate the disappearance of a patient.,Elem Klimov,,,,,,
Casino,0.731481481481481,0.42105263157894646,0.23622047244094488,0.19230769230769232,18,0.625,"In Las Vegas, two best friends--a casino executive and a Mafia enforcer--compete for a gambling empire and a fast-living, fast-loving socialite.",Michel Gondry,,,,,,
The Truman Show,0.7592592592592595,0.42105263157894646,0.08858267716535434,0.431438127090301,PG,0.8611111111111112,An insurance salesman begins to suspect that his whole life is actually some sort of reality TV show.,George Roy Hill,,,,,,
1917,0.9537037037037024,0.42105263157894646,0.12007874015748032,0.23612040133779266,15,0.6944444444444444,"April 6th, 1917. As an infantry battalion assembles to wage war deep in enemy territory, two soldiers are assigned to race against time and deliver a message that will stop 1,600 men from walking straight into a deadly trap.",Sam Mendes,,,,,,
Batman Begins,0.8240740740740726,0.42105263157894646,0.1614173228346457,0.5317725752508361,12A,0.5833333333333334,"After witnessing his parents' death, billionaire Bruce Wayne learns the art of fighting to confront injustice. When he returns to Gotham as Batman, he must stop a secret society that intends to destroy the city.",Denis Villeneuve,,,,,,
