Index,Title,Year,Rating,Length (mins),Rating Amount,Group,Metascore,Short Description,Directors,Stars,Genres
321.0,Paris Is Burning,1990.0,8.2,78.0,19000.0,15,82.0,"A chronicle of New York's drag scene in the 1980s, focusing on balls, voguing and the ambitions and dreams of those who gave the era its warmth and vitality.",Morgan Neville,"Fred Rogers, Margaret Whitmer, Tom Junod","Documentary, Biography, History"
322.0,Ayla,2017.0,8.2,125.0,45000.0,15,,"Sergeant Süleyman finds a little girl on a battlefield during the Korean War. He takes her and names her Ayla. Fifteen months later, Süleyman's brigade is told they will be returning to Turkey, and he is reluctant to leave her behind.",Dijo Jose Antony,"Prithviraj Sukumaran, Suraj Venjaramoodu, Mamta Mohandas","Drama, Thriller"
323.0,Searching for Sugar Man,2012.0,8.2,86.0,74000.0,12A,79.0,"Two South Africans set out to discover what happened to their unlikely musical hero, the mysterious 1970s rock n roller, Rodriguez.",Anjali Menon,"Dulquer Salmaan, Nivin Pauly, Nazriya Nazim","Comedy, Drama, Romance"
324.0,Rocco and His Brothers,1960.0,8.2,179.0,24000.0,X,84.0,"Having recently been uprooted to Milan, Rocco and his four brothers each look for a new way in life when a prostitute comes between Rocco and his brother Simone.",Nalan Kumarasamy,"Vijay Sethupathi, Sanchita Shetty, Radha Ravi","Comedy, Crime, Thriller"
325.0,Close-Up,1990.0,8.2,98.0,25000.0,U,92.0,"The true story of Hossain Sabzian, a cinephile who impersonated the director Mohsen Makhmalbaf to convince a family they would star in his so-called new film.",Mukesh Chhabra,"Sushant Singh Rajput, Sanjana Sanghi, Sahil Vaid","Comedy, Drama, Romance"
326.0,Drishyam 2,2022.0,8.2,140.0,48000.0,15,,A gripping tale of an investigation and a family which is threatened by it. Will Vijay Salgaonkar be able to protect his family this time?,Milorad Milinkovic,"Nikola Djuricko, Sonja Kolacaric, Tara Manic","Comedy, Drama"
327.0,Hope,2013.0,8.2,122.0,11000.0,,,"Story of an 8-year-old girl who faces a horrible rape that damages her internally and affects her emotionally, trying to overcome all the obstacles following the incident with the good support of those around her.",Nagraj Manjule,"Rinku Rajguru, Akash Thosar, Arbaz Shaikh","Drama, Romance"
328.0,My Father and My Son,2005.0,8.2,112.0,96000.0,PG,,The family of a left-wing journalist is torn apart after the military coup of Turkey in 1980.,Kundan Shah,"Naseeruddin Shah, Ravi Baswani, Bhakti Barve","Comedy, Crime, Drama"
329.0,Hera Pheri,2000.0,8.2,156.0,75000.0,15,,"Two tenants and a landlord look for answers to all their money problems - but when their opportunity arrives, will they know what to do with it?",Dileesh Pothan,"Fahadh Faasil, Aparna Balamurali, Soubin Shahir","Comedy, Drama"
330.0,Pather Panchali,1955.0,8.2,125.0,40000.0,U,,"Impoverished priest Harihar Ray, dreaming of a better life for himself and his family, leaves his rural Bengal village in search of work.",S. Shankar,"Vikram, Sada, Prakash Raj","Action, Crime, Drama"
331.0,Lion of the Desert,1980.0,8.2,173.0,18000.0,AA,,"In 1929, Italian Fascist dictator Benito Mussolini appoints General Rodolfo Graziani as colonial governor to Italian Libya with orders to stamp-out all resistance from Libyan nationalists led by rebel guerrilla leader Omar Mukhtar.",Leonid Gaidai,"Aleksandr Demyanenko, Natalya Varley, Vladimir Etush","Adventure, Comedy, Drama"
332.0,A Brighter Summer Day,1991.0,8.2,237.0,14000.0,15,91.0,"Based on a true story, primarily on a conflict between two youth gangs, a 14-year-old boy's girlfriend conflicts with the head of one gang for an unclear reason, until finally the conflict comes to a violent climax.",Swaroop Rsj,"Naveen Polishetty, Shruti Sharma, Krishneswara Rao","Comedy, Crime, Mystery"
333.0,Zindagi Na Milegi Dobara,2011.0,8.2,155.0,89000.0,PG,,Three friends decide to turn their fantasy vacation into reality after one of their friends gets engaged.,Evgeny Afineevsky,"His Beatitude Sviatoslav, Said Ismagilov, Bishop Agapit","Documentary, History, War"
334.0,Dersu Uzala,1975.0,8.2,142.0,35000.0,U,,The Russian army sends an explorer on an expedition to the snowy Siberian wilderness where he makes friends with a seasoned local hunter.,Suresh Krishna,"Rajinikanth, Nagma, Raghuvaran","Action, Crime, Drama"
335.0,Bhaag Milkha Bhaag,2013.0,8.2,186.0,74000.0,12A,,"The truth behind the ascension of Milkha Singh, who was scarred by of the India-Pakistan partition.",Jeethu Joseph,"Mohanlal, Meena, Asha Sharath","Crime, Drama, Mystery"
336.0,Hi Nanna,2023.0,8.2,155.0,19000.0,12A,,A single father begins to narrate the story of the missing mother to his child and nothing remains the same.,Béla Ternovszky,"Miklós Benedek, Gyula Bodrogi, Ilona Béres","Animation, Adventure, Comedy"
337.0,13th,2016.0,8.2,100.0,38000.0,15,81.0,An in-depth look at the prison system in the United States and how it reveals the nation's history of racial inequality.,Pawan Kumar,"Sathish Neenasam, Sruthi Hariharan, Achyuth Kumar","Drama, Sci-Fi, Thriller"
338.0,Los Olvidados,1950.0,8.2,85.0,23000.0,12A,,"A group of juvenile delinquents live a violent and crime-filled life in the festering slums of Mexico City, as the morals of young Pedro are gradually corrupted and destroyed by the others.",Hrishikesh Mukherjee,"Dharmendra, Sharmila Tagore, Amitabh Bachchan","Comedy, Drama, Romance"
339.0,The Mountain II,2016.0,8.2,135.0,111000.0,15,,"In a desolate war zone where screams of the innocent echo, seven Maroon Berets will dance with death on the very line between disaster and valor.",Zeki Ökten,"Kemal Sunal, Sevda Ferdag, Bilge Zobu",Comedy
340.0,"Swades: We, the People",2004.0,8.2,210.0,101000.0,U,,A successful Indian scientist returns to an Indian village to take his nanny to America with him and in the process rediscovers his roots.,Aleksandr Seryy,"Evgeniy Leonov, Georgiy Vitsin, Saveliy Kramarov","Comedy, Crime, Drama"
341.0,The Ascent,1977.0,8.2,111.0,11000.0,PG,,"Two Soviet partisans on a mission to gather food contend with the winter cold, the occupying Germans, and their own psyches.",Arun Prabhu Purushothaman,"Aditi Balan, Padmashri Mohammad Ali, Pradeep Anthony",Drama
342.0,Kantara,2022.0,8.2,148.0,107000.0,15,,"When greed paves the way for betrayal, scheming and murder, a young tribal reluctantly dons the traditions of his ancestors to seek justice.",Jayprad Desai,"Shreyas Talpade, Ashish Vidyarthi, Parambrata Chattopadhyay","Biography, Drama, Sport"
343.0,Life and a Day,2016.0,8.2,112.0,18000.0,,,"Somaieh, the youngest daughter of an indigent family, is getting married and fear is overwhelming each and every member of the family regarding how to overcome their difficulties after she's gone.",Leonid Gaidai,"Yuriy Nikulin, Nina Grebeshkova, Andrey Mironov","Adventure, Comedy, Crime"
344.0,Umberto D.,1952.0,8.2,89.0,29000.0,PG,92.0,An elderly man and his dog struggle to survive on his government pension in Rome.,Ertem Egilmez,"Kemal Sunal, Meral Zeren, Zeki Alasya",Comedy
345.0,Uri: The Surgical Strike,2019.0,8.2,138.0,75000.0,15,,"Indian army special forces execute a covert operation, avenging the killing of fellow army men at their base by a terrorist group.",Chris Sanders,"Lupita Nyong'o, Pedro Pascal, Kit Connor","Animation, Sci-Fi"
346.0,The Easy Life,1962.0,8.2,108.0,13000.0,12,,An impulsive braggart takes a shy law student with him for a two-day road trip from Rome to Tuscany.,Joseph Kosinski,"Tom Cruise, Jennifer Connelly, Miles Teller","Action, Drama"
347.0,I Am Cuba,1964.0,8.2,141.0,11000.0,PG,91.0,Four vignettes about the lives of the Cuban people set during the pre-revolutionary era.,Steven Spielberg,"Sam Neill, Laura Dern, Jeff Goldblum","Action, Adventure, Sci-Fi"
348.0,Super Deluxe,2019.0,8.2,176.0,19000.0,15,,"An unfaithful newly-wed wife, an estranged father, a priest and an angry son suddenly find themselves in the most unexpected predicaments, each poised to experience their destiny, all on one fateful day.",Martin Scorsese,"Leonardo DiCaprio, Jonah Hill, Margot Robbie","Biography, Comedy, Crime"
349.0,Rangasthalam,2018.0,8.2,170.0,29000.0,12A,,Chitti Babu begins to suspect his elder brother's life is in danger after they team up to lock horns with their village president and overthrow his unlawful 30 year old regime.,Denis Villeneuve,"Hugh Jackman, Jake Gyllenhaal, Viola Davis","Crime, Drama, Mystery"
350.0,I Am a Fugitive from a Chain Gang,1932.0,8.2,92.0,15000.0,Approved,,"A World War I veteran and aspiring engineer tries to re-enter civilian life. After being unwillingly caught up in a robbery, he suffers the intolerable conditions of a Southern chain gang, struggling to clear his name and prove his worth.",Peter Farrelly,"Viggo Mortensen, Mahershala Ali, Linda Cardellini","Biography, Comedy, Drama"
351.0,Late Spring,1949.0,8.2,110.0,20000.0,U,93.0,"Several people try to talk 27-year-old Noriko into marrying, but all she wants is to keep on caring for her widowed father.",Martin Scorsese,"Robert De Niro, Jodie Foster, Cybill Shepherd","Crime, Drama"
352.0,Ordet,1955.0,8.2,126.0,18000.0,PG,,"Follows the lives of the Borgen family, as they deal with inner conflict, as well as religious conflict with each other, and the rest of the town.","Ethan Coen, Joel Coen","Tommy Lee Jones, Javier Bardem, Josh Brolin","Crime, Drama, Thriller"
353.0,Before the Flood,2016.0,8.2,96.0,29000.0,PG,63.0,"A look at how climate change affects our environment and what society can do to prevent the demise of endangered species, ecosystems and native communities across the planet.",Jon Watts,"Tom Holland, Zendaya, Benedict Cumberbatch","Action, Adventure, Fantasy"
354.0,The Shop on Main Street,1965.0,8.2,128.0,10000.0,A,,"A carpenter in the Fascist Slovak State is appointed ""Aryan controller"" of a Jewish widow's store.",Quentin Tarantino,"Uma Thurman, David Carradine, Daryl Hannah","Action, Crime, Thriller"
355.0,Vikram Vedha,2017.0,8.2,147.0,52000.0,12A,,"Vikram, a no-nonsense police officer, accompanied by Simon, his partner, is on the hunt to capture Vedha, a smuggler and a murderer. Vedha tries to change Vikram's life, which leads to a conflict.",Martin Scorsese,"Leonardo DiCaprio, Emily Mortimer, Mark Ruffalo","Drama, Mystery, Thriller"
356.0,The Unvanquished,1956.0,8.2,110.0,17000.0,U,,"Following his father's death, a boy leaves home to study in Calcutta, while his mother must face a life alone.",Martin Scorsese,"Robert De Niro, Sharon Stone, Joe Pesci","Crime, Drama"
357.0,Make Way for Tomorrow,1937.0,8.2,91.0,10000.0,U,,An elderly couple are forced to live hundreds of miles apart when they lose their house and none of their five children will take both parents in.,Peter Weir,"Jim Carrey, Ed Harris, Laura Linney","Comedy, Drama"
358.0,Dhuruvangal Pathinaaru,2016.0,8.2,105.0,17000.0,15,,"A police officer retires after an accident during a case investigation. Years later, he is forced to relive the past as he narrates the story to his friend's son.",Sam Mendes,"Dean-Charles Chapman, George MacKay, Daniel Mays","Action, Drama, War"
359.0,Theeran Adhigaaram Ondru,2017.0,8.2,157.0,18000.0,15,,"Theeran, a police officer, is entrusted with the task to solve the mystery behind a series of murders. The only clue left behind is that all the murders are committed in the same pattern.",Christopher Nolan,"Christian Bale, Michael Caine, Ken Watanabe","Action, Drama"
360.0,Ballad of a Soldier,1959.0,8.2,88.0,12000.0,PG,,"Young Russian soldier Alyosha earns a medal, but asks to visit his mother instead. His journey recounts various kinds of love during wartime.",Guy Ritchie,"Jason Statham, Brad Pitt, Stephen Graham","Comedy, Crime"
361.0,Maanaadu,2021.0,8.2,147.0,26000.0,15,,"On the day of a public conference by the state's Chief Minister, his bodyguard and a police officer are stuck in a time loop.",Paul Thomas Anderson,"Daniel Day-Lewis, Paul Dano, Ciarán Hinds",Drama
362.0,Paan Singh Tomar,2012.0,8.2,135.0,39000.0,12A,,"The story of Paan Singh Tomar, an Indian athlete and seven-time national steeplechase champion who becomes one of the most feared dacoits in Chambal Valley after his retirement.",David Lynch,"Anthony Hopkins, John Hurt, Anne Bancroft","Biography, Drama"
363.0,Sampiyon,2018.0,8.2,130.0,14000.0,12A,,"A true love and success story from the 1990s Turkey, revolving around a jockey (Halis Karatas), a horse (Bold Pilot) and the daughter of the horse's owner who is at the same time the voluntary caretaker of the horse.",Stanley Kubrick,"Malcolm McDowell, Patrick Magee, Michael Bates","Crime, Sci-Fi"
364.0,Ustad Hotel,2012.0,8.2,151.0,17000.0,12A,,"Faisi wants to go to UK to become a professional chef but circumstances force him to assist his grandfather in a small restaurant in Kozhikode city, changing his outlook on life forever.",John Carpenter,"Kurt Russell, Wilford Brimley, Keith David","Horror, Mystery, Sci-Fi"
365.0,Cep Herkülü: Naim Süleymanoglu,2019.0,8.2,141.0,15000.0,12A,,The biography of Turkish weightlifter and Olympic champion Naim Suleymanoglu.,M. Night Shyamalan,"Bruce Willis, Haley Joel Osment, Toni Collette","Drama, Mystery, Thriller"
366.0,Khosla Ka Ghosla!,2006.0,8.2,135.0,26000.0,12A,,A Delhi-based retired middle-class man tries half-heartedly to get his land back from a swindling property dealer with the help of his sons and their friends.,Joseph L. Mankiewicz,"Bette Davis, Anne Baxter, George Sanders",Drama
367.0,Shahid,2012.0,8.2,129.0,18000.0,15,,"The account of Human Rights lawyer Shahid Azmi, an ordinary citizen with an extraordinary commitment to justice.",Ron Howard,"Russell Crowe, Ed Harris, Jennifer Connelly","Biography, Drama, Mystery"
368.0,Ivan Vasilievich: Back to the Future,1973.0,8.2,88.0,19000.0,TV-G,,"An ordinary Soviet building manager, living in the 20th century, looks like Tsar of All Rus' - Ivan IV the Terrible (1530 - 1584). He'd never known this, until his neighbor created a time machine.",Billy Wilder,"Marilyn Monroe, Tony Curtis, Jack Lemmon","Comedy, Music, Romance"
369.0,Jigarthanda,2014.0,8.2,171.0,14000.0,15,,"An aspiring director targets a ruthless gangster because he wants to make a violent gangster film. His discreet attempts to research the gangster fail miserably. Finally when he gets caught snooping, things hit the fan.",Clint Eastwood,"Clint Eastwood, Gene Hackman, Morgan Freeman","Drama, Western"
370.0,Vaaranam Aayiram,2008.0,8.2,169.0,15000.0,15,,"A father and son help each other through growing up, romance, tragedy, and adventure.",Stanley Kubrick,"Matthew Modine, R. Lee Ermey, Vincent D'Onofrio","Drama, War"
371.0,Athadu,2005.0,8.2,172.0,16000.0,15,,"A gunman for hire is framed for murder, and assumes a dead man's identity while hiding from the police.",Victor Fleming,"Clark Gable, Vivien Leigh, Thomas Mitchell","Drama, Romance, War"
372.0,Ghilli,2004.0,8.2,160.0,18000.0,12A,,"Velu, an aspiring kabaddi player, goes to Madurai to participate in a regional match, where he rescues Dhanalakshmi from Muthupandi, a powerful man keen on marrying the girl against her will.",Curtis Hanson,"Kevin Spacey, Russell Crowe, Guy Pearce","Crime, Drama, Mystery"
373.0,Sluzhebnyy roman,1977.0,8.2,159.0,11000.0,Not Rated,,"The life of entire statistical bureau becomes crazy when an ordinary worker, a shy man, falls in love with a boss, a strict woman.",Guillermo del Toro,"Ivana Baquero, Ariadna Gil, Sergi López","Drama, Fantasy, War"
374.0,Bommarillu,2006.0,8.2,170.0,10000.0,PG,,A young man realizes that he has to push back against his domineering father if he wants to find true happiness and love.,Steven Spielberg,"Harrison Ford, Sean Connery, Alison Doody","Action, Adventure"
