Kundan Shah,"Naseeruddin Shah, Ravi Baswani, Bhakti Barve","Comedy, Crime, Drama"
Dileesh Pothan,"Fahadh Faasil, Aparna Balamurali, Soubin Shahir","Comedy, Drama"
S. Shankar,"Vikram, Sada, Prakash Raj","Action, Crime, Drama"
Leonid Gaidai,"Aleksandr Demyanenko, Natalya Varley, Vladimir Etush","Adventure, Comedy, Drama"
Swaroop Rsj,"Naveen Polishetty, Shruti Sharma, Krishneswara Rao","Comedy, Crime, Mystery"
Evgeny Afineevsky,"His Beatitude Sviatoslav, Said Ismagilov, Bishop Agapit","Documentary, History, War"
Suresh Krishna,"Rajinikanth, Nagma, Raghuvaran","Action, Crime, Drama"
Jeethu Joseph,"Mohanlal, Meena, Asha Sharath","Crime, Drama, Mystery"
Béla Ternovszky,"Miklós Benedek, Gyula Bodrogi, Ilona Béres","Animation, Adventure, Comedy"
Pawan Kumar,"Sathish Neenasam, Sruthi Hariharan, Achyuth Kumar","Drama, Sci-Fi, Thriller"
Hrishikesh Mukherjee,"Dharmendra, Sharmila Tagore, Amitabh Bachchan","Comedy, Drama, Romance"
Zeki Ökten,"Kemal Sunal, Sevda Ferdag, Bilge Zobu",Comedy
Aleksandr Seryy,"Evgeniy Leonov, Georgiy Vitsin, Saveliy Kramarov","Comedy, Crime, Drama"
Arun Prabhu Purushothaman,"Aditi Balan, Padmashri Mohammad Ali, Pradeep Anthony",Drama
Jayprad Desai,"Shreyas Talpade, Ashish Vidyarthi, Parambrata Chattopadhyay","Biography, Drama, Sport"
Leonid Gaidai,"Yuriy Nikulin, Nina Grebeshkova, Andrey Mironov","Adventure, Comedy, Crime"
Ertem Egilmez,"Kemal Sunal, Meral Zeren, Zeki Alasya",Comedy
Chris Sanders,"Lupita Nyong'o, Pedro Pascal, Kit Connor","Animation, Sci-Fi"
Joseph Kosinski,"Tom Cruise, Jennifer Connelly, Miles Teller","Action, Drama"
Steven Spielberg,"Sam Neill, Laura Dern, Jeff Goldblum","Action, Adventure, Sci-Fi"
Martin Scorsese,"Leonardo DiCaprio, Jonah Hill, Margot Robbie","Biography, Comedy, Crime"
Denis Villeneuve,"Hugh Jackman, Jake Gyllenhaal, Viola Davis","Crime, Drama, Mystery"
Peter Farrelly,"Viggo Mortensen, Mahershala Ali, Linda Cardellini","Biography, Comedy, Drama"
Martin Scorsese,"Robert De Niro, Jodie Foster, Cybill Shepherd","Crime, Drama"
"Ethan Coen, Joel Coen","Tommy Lee Jones, Javier Bardem, Josh Brolin","Crime, Drama, Thriller"
Jon Watts,"Tom Holland, Zendaya, Benedict Cumberbatch","Action, Adventure, Fantasy"
Quentin Tarantino,"Uma Thurman, David Carradine, Daryl Hannah","Action, Crime, Thriller"
Martin Scorsese,"Leonardo DiCaprio, Emily Mortimer, Mark Ruffalo","Drama, Mystery, Thriller"
Martin Scorsese,"Robert De Niro, Sharon Stone, Joe Pesci","Crime, Drama"
Peter Weir,"Jim Carrey, Ed Harris, Laura Linney","Comedy, Drama"
Sam Mendes,"Dean-Charles Chapman, George MacKay, Daniel Mays","Action, Drama, War"
Christopher Nolan,"Christian Bale, Michael Caine, Ken Watanabe","Action, Drama"
Guy Ritchie,"Jason Statham, Brad Pitt, Stephen Graham","Comedy, Crime"
Paul Thomas Anderson,"Daniel Day-Lewis, Paul Dano, Ciarán Hinds",Drama
David Lynch,"Anthony Hopkins, John Hurt, Anne Bancroft","Biography, Drama"
Stanley Kubrick,"Malcolm McDowell, Patrick Magee, Michael Bates","Crime, Sci-Fi"
John Carpenter,"Kurt Russell, Wilford Brimley, Keith David","Horror, Mystery, Sci-Fi"
M. Night Shyamalan,"Bruce Willis, Haley Joel Osment, Toni Collette","Drama, Mystery, Thriller"
Joseph L. Mankiewicz,"Bette Davis, Anne Baxter, George Sanders",Drama
Ron Howard,"Russell Crowe, Ed Harris, Jennifer Connelly","Biography, Drama, Mystery"
Billy Wilder,"Marilyn Monroe, Tony Curtis, Jack Lemmon","Comedy, Music, Romance"
Clint Eastwood,"Clint Eastwood, Gene Hackman, Morgan Freeman","Drama, Western"
Stanley Kubrick,"Matthew Modine, R. Lee Ermey, Vincent D'Onofrio","Drama, War"
Victor Fleming,"Clark Gable, Vivien Leigh, Thomas Mitchell","Drama, Romance, War"
Curtis Hanson,"Kevin Spacey, Russell Crowe, Guy Pearce","Crime, Drama, Mystery"
Guillermo del Toro,"Ivana Baquero, Ariadna Gil, Sergi López","Drama, Fantasy, War"
Steven Spielberg,"Harrison Ford, Sean Connery, Alison Doody","Action, Adventure"
John McTiernan,"Bruce Willis, Alan Rickman, Bonnie Bedelia","Action, Thriller"
Hayao Miyazaki,"Chieko Baishô, Takuya Kimura, Tatsuya Gashûin","Animation, Adventure, Family"
Oliver Hirschbiegel,"Bruno Ganz, Alexandra Maria Lara, Ulrich Matthes","Biography, Drama, History"
"Andrew Stanton, Lee Unkrich","Albert Brooks, Ellen DeGeneres, Alexander Gould","Animation, Adventure, Comedy"
Florian Zeller,"Anthony Hopkins, Olivia Colman, Mark Gatiss","Drama, Mystery"
Juan José Campanella,"Ricardo Darín, Soledad Villamil, Pablo Rago","Drama, Mystery, Romance"
Rajkumar Periasamy,"Sivakarthikeyan, Sai Pallavi, Bhuvan Arora","Action, Biography, Drama"
"Terry Gilliam, Terry Jones","Graham Chapman, John Cleese, Eric Idle","Adventure, Comedy, Fantasy"
"Rahi Anil Barve, Anand Gandhi, Adesh Prasad","Sohum Shah, Jyoti Malshe, Anita Date-Kelkar","Drama, Fantasy, Horror"
John Sturges,"Steve McQueen, James Garner, Richard Attenborough","Adventure, Drama, Thriller"
Akira Kurosawa,"Tatsuya Nakadai, Akira Terao, Jinpachi Nezu","Action, Drama, War"
Sergio Leone,"Clint Eastwood, Lee Van Cleef, Gian Maria Volontè","Drama, Western"
Benjamin Ree,"Jessica Carroll, Zoe Croft, Kelsey Ellison","Documentary, Animation, Biography"
"Sergio Pablos, Carlos Martínez López","Jason Schwartzman, J.K. Simmons, Rashida Jones","Animation, Adventure, Comedy"
Chidambaram,"Soubin Shahir, Sreenath Bhasi, Balu Varghese","Adventure, Drama, Thriller"
Akira Kurosawa,"Toshirô Mifune, Machiko Kyô, Masayuki Mori","Crime, Drama, Mystery"
Alfred Hitchcock,"Ray Milland, Grace Kelly, Robert Cummings","Crime, Drama, Thriller"
Haruo Sotozaki,"Natsuki Hanae, Akari Kitô, Yoshitsugu Matsuoka","Animation, Action, Adventure"
Charles Ferguson,"Matt Damon, Gylfi Zoega, Andri Snær Magnason","Documentary, Crime"
Sriram Raghavan,"Ayushmann Khurrana, Tabu, Radhika Apte","Crime, Mystery, Thriller"
"Joshua Oppenheimer, Anonymous, Christine Cynn","Anwar Congo, Herman Koto, Syamsul Arifin","Documentary, Biography, Crime"
Prashanth Neel,"Yash, Srinidhi Shetty, Ramachandra Raju","Action, Crime, Drama"
Nishikant Kamat,"Ajay Devgn, Shriya Saran, Tabu","Crime, Drama, Mystery"
Majid Majidi,"Reza Naji, Amir Farrokh Hashemian, Bahare Seddiqi","Drama, Family, Sport"
Mehmet Ada Öztekin,"Aras Bulut Iynemli, Nisa Sofiya Aksongur, Deniz Baysal",Drama
Prashanth Neel,"Yash, Sanjay Dutt, Raveena Tandon","Action, Crime, Drama"
Akira Kurosawa,"Toshirô Mifune, Eijirô Tôno, Tatsuya Nakadai","Action, Drama, Thriller"
John Huston,"Humphrey Bogart, Walter Huston, Tim Holt","Adventure, Drama, Western"
Béla Tarr,"Mihály Vig, Putyi Horváth, László feLugossy",Drama
Charles Chaplin,"Charles Chaplin, Edna Purviance, Jackie Coogan","Comedy, Drama, Family"
"Joe Berlinger, Bruce Sinofsky","Tony Brooks, Diana Davis, Terry Wood","Documentary, Crime"
Peter Jackson,"Thomas Adlam, William Argent, John Ashby","Documentary, History, War"
Anurag Kashyap,"Manoj Bajpayee, Nawazuddin Siddiqui, Tigmanshu Dhulia","Action, Comedy, Crime"
Robert Bresson,"François Leterrier, Charles Le Clainche, Maurice Beerblock","Drama, Thriller, War"
Godfrey Reggio,"Edward Asner, Pat Benatar, Jerry Brown","Documentary, Music"
Buster Keaton,"Buster Keaton, Kathryn McGuire, Joe Keaton","Action, Comedy, Romance"
S.S. Rajamouli,"Prabhas, Rana Daggubati, Anushka Shetty","Action, Drama"
Elia Kazan,"Andy Griffith, Patricia Neal, Anthony Franciosa","Drama, Music"
Jennie Livingston,"Brooke Xtravaganza, André Christian, Dorian Corey",Documentary
Can Ulkay,"Çetin Tekindor, Ismail Hacioglu, Lee Kyung-jin","Biography, Drama, History"
Malik Bendjelloul,"Rodriguez, Stephen 'Sugar' Segerman, Dennis Coffey","Documentary, Biography, Music"
Luchino Visconti,"Alain Delon, Renato Salvatori, Annie Girardot","Crime, Drama, Sport"
Abbas Kiarostami,"Hossain Sabzian, Mohsen Makhmalbaf, Abolfazl Ahankhah","Biography, Crime, Drama"
Abhishek Pathak,"Ajay Devgn, Akshaye Khanna, Tabu","Crime, Drama, Mystery"
Lee Joon-ik,"Lee Re, Sul Kyung-gu, Uhm Ji-won",Drama
Çagan Irmak,"Çetin Tekindor, Fikret Kuskan, Hümeyra","Drama, Family"
Priyadarshan,"Akshay Kumar, Suniel Shetty, Paresh Rawal","Action, Comedy, Crime"
Satyajit Ray,"Kanu Bannerjee, Karuna Bannerjee, Subir Banerjee",Drama
Moustapha Akkad,"Anthony Quinn, Oliver Reed, Rod Steiger","Biography, Drama, History"
Edward Yang,"Chang Chen, Lisa Yang, Kuo-Chu Chang","Crime, Drama, Romance"
Zoya Akhtar,"Hrithik Roshan, Farhan Akhtar, Abhay Deol","Comedy, Drama, Musical"
Akira Kurosawa,"Maksim Munzuk, Yuriy Solomin, Mikhail Bychkov","Adventure, Biography, Drama"
Rakeysh Omprakash Mehra,"Farhan Akhtar, Kousi Orfahli, Deepak Singh Rawat","Biography, Drama, Sport"
Shouryuv,"Nani, Mrunal Thakur, Kiara Khanna","Drama, Family, Romance"
Ava DuVernay,"Melina Abdullah, Michelle Alexander, Cory Booker","Documentary, Crime, History"
Luis Buñuel,"Alfonso Mejía, Roberto Cobo, Estela Inda","Crime, Drama"
Alper Caglar,"Caglar Ertugrul, Ufuk Bayraktar, Ahu Türkpençe","Action, Drama, War"
Ashutosh Gowariker,"Shah Rukh Khan, Gayatri Joshi, Kishori Ballal","Drama, Musical"
Larisa Shepitko,"Boris Plotnikov, Vladimir Gostyukhin, Sergey Yakovlev","Drama, War"
Rishab Shetty,"Rishab Shetty, Kishore Kumar G., Achyuth Kumar","Action, Adventure, Drama"
Saeed Roustayi,"Payman Maadi, Navid Mohammadzadeh, Parinaz Izadyar",Drama
Vittorio De Sica,"Carlo Battisti, Maria Pia Casilio, Lina Gennari",Drama
Aditya Dhar,"Vicky Kaushal, Paresh Rawal, Mohit Raina","Action, Drama, History"
Dino Risi,"Vittorio Gassman, Catherine Spaak, Jean-Louis Trintignant","Comedy, Drama"
Mikhail Kalatozov,"Sergio Corrieri, Salvador Wood, José Gallardo",Drama
Thiagarajan Kumararaja,"Vijay Sethupathi, Fahadh Faasil, Samantha Ruth Prabhu","Comedy, Crime, Drama"
Sukumar,"Ram Charan, Samantha Ruth Prabhu, Aadhi","Action, Drama"
Mervyn LeRoy,"Paul Muni, Glenda Farrell, Helen Vinson","Crime, Drama, Film-Noir"
Yasujirô Ozu,"Chishû Ryû, Setsuko Hara, Yumeji Tsukioka","Comedy, Drama"
Carl Theodor Dreyer,"Henrik Malberg, Emil Hass Christensen, Preben Lerdorff Rye",Drama
Fisher Stevens,"Leonardo DiCaprio, Ban Ki-moon, Alejandro G. Iñárritu","Documentary, News"
"Ján Kadár, Elmar Klos","Ida Kaminska, Jozef Kroner, Frantisek Zvarík","Drama, War"
"Gayatri, Pushkar, Gowtham Selvaraj","Madhavan, Vijay Sethupathi, Shraddha Srinath","Action, Crime, Drama"
Satyajit Ray,"Pinaki Sengupta, Smaran Ghosal, Kamala Adhikari",Drama
Leo McCarey,"Victor Moore, Beulah Bondi, Fay Bainter","Drama, Romance"
Karthick Naren,"Rahman, Prakash Raghavan, Sharathkumar","Crime, Drama, Mystery"
H. Vinoth,"Karthi, Rakul Preet Singh, Abhimanyu Singh","Action, Crime, Thriller"
Grigoriy Chukhray,"Vladimir Ivashov, Zhanna Prokhorenko, Antonina Maksimova","Drama, Romance, War"
Venkat Prabhu,"Silambarasan TR, S.J. Suryah, Kalyani Priyadarshan","Action, Adventure, Sci-Fi"
Tigmanshu Dhulia,"Irrfan Khan, Mahie Gill, Rajesh Abhay","Action, Biography, Crime"
Ahmet Katiksiz,"Ekin Koç, Farah Zeynep Abdullah, Fikret Kuskan","Biography, Drama, Romance"
Anwar Rasheed,"Dulquer Salmaan, Thilakan, Siddique","Comedy, Drama"
Özer Feyzioglu,"Hayat Van Eck, Selen Öztürk, Yetkin Dikinciler","Biography, Drama, History"
"Dibakar Banerjee, Pravin E. Birje","Anupam Kher, Boman Irani, Parvin Dabas","Comedy, Crime, Drama"
Hansal Mehta,"Rajkummar Rao, Prabhleen Sandhu, Mohd. Zeeshan Ayyub","Biography, Drama"
Leonid Gaidai,"Yuriy Yakovlev, Leonid Kuravlyov, Aleksandr Demyanenko","Adventure, Comedy, Sci-Fi"
Karthik Subbaraj,"Siddharth, Bobby Simha, Lakshmi Menon","Comedy, Crime, Drama"
Gautham Vasudev Menon,"Suriya, Simran, Ramya","Action, Drama, Musical"
Trivikram Srinivas,"Mahesh Babu, Trisha Krishnan, Sonu Sood","Action, Crime, Drama"
Dharani,"Joseph Vijay, Trisha Krishnan, Prakash Raj","Action, Drama, Romance"
Eldar Ryazanov,"Alisa Freyndlikh, Andrey Myagkov, Svetlana Nemolyaeva","Comedy, Drama, Romance"
Bommarillu Baskar,"Siddharth, Genelia Deshmukh, Prakash Raj","Comedy, Drama, Romance"
George Miller,"Tom Hardy, Charlize Theron, Nicholas Hoult","Action, Adventure, Sci-Fi"
David Fincher,"Ben Affleck, Rosamund Pike, Neil Patrick Harris","Drama, Mystery, Thriller"
Gore Verbinski,"Johnny Depp, Geoffrey Rush, Orlando Bloom","Action, Adventure, Fantasy"
Park Chan-wook,"Kim Min-hee, Ha Jung-woo, Cho Jin-woong","Drama, Romance, Thriller"
Ridley Scott,"Harrison Ford, Rutger Hauer, Sean Young","Action, Drama, Sci-Fi"
James Cameron,"Arnold Schwarzenegger, Linda Hamilton, Michael Biehn","Action, Adventure, Sci-Fi"
Wes Anderson,"Ralph Fiennes, F. Murray Abraham, Mathieu Amalric","Adventure, Comedy, Crime"
"Joel Coen, Ethan Coen","William H. Macy, Frances McDormand, Steve Buscemi","Crime, Drama, Thriller"
"Victor Fleming, King Vidor","Judy Garland, Frank Morgan, Ray Bolger","Adventure, Family, Fantasy"
"Joel Coen, Ethan Coen","Jeff Bridges, John Goodman, Julianne Moore","Comedy, Crime"
Peter Weir,"Robin Williams, Robert Sean Leonard, Ethan Hawke","Comedy, Drama"
Tate Taylor,"Viola Davis, Emma Stone, Octavia Spencer",Drama
Robert Wise,"Julie Andrews, Christopher Plummer, Eleanor Parker","Biography, Drama, Family"
"Brad Bird, Jan Pinkava","Brad Garrett, Lou Romano, Patton Oswalt","Animation, Adventure, Comedy"
Rob Reiner,"Wil Wheaton, River Phoenix, Corey Feldman","Adventure, Comedy, Drama"
Mel Gibson,"Andrew Garfield, Sam Worthington, Luke Bracey","Biography, Drama, History"
Sean Penn,"Emile Hirsch, Vince Vaughn, Catherine Keener","Adventure, Biography, Drama"
Bong Joon Ho,"Song Kang-ho, Kim Sang-kyung, Kim Roe-ha","Crime, Drama, Mystery"
Richard Linklater,"Ethan Hawke, Julie Delpy, Andrea Eckert","Drama, Romance"
David Yates,"Daniel Radcliffe, Emma Watson, Rupert Grint","Adventure, Family, Fantasy"
Michael Cimino,"Robert De Niro, Christopher Walken, John Cazale","Drama, War"
"Dean DeBlois, Chris Sanders","Jay Baruchel, Gerard Butler, Christopher Mintz-Plasse","Animation, Action, Adventure"
Steven Spielberg,"Leonardo DiCaprio, Tom Hanks, Christopher Walken","Biography, Crime, Drama"
Steven Spielberg,"Roy Scheider, Robert Shaw, Richard Dreyfuss","Adventure, Drama, Horror"
Danny Boyle,"Ewan McGregor, Ewen Bremner, Jonny Lee Miller",Drama
James Mangold,"Matt Damon, Christian Bale, Jon Bernthal","Action, Biography, Drama"
"Pete Docter, Ronnie Del Carmen","Amy Poehler, Bill Hader, Lewis Black","Animation, Adventure, Comedy"
Oliver Stone,"Charlie Sheen, Tom Berenger, Willem Dafoe","Drama, War"
James McTeigue,"Hugo Weaving, Natalie Portman, Rupert Graves","Action, Drama, Sci-Fi"
Martin McDonagh,"Frances McDormand, Woody Harrelson, Sam Rockwell","Comedy, Crime, Drama"
William Friedkin,"Ellen Burstyn, Max von Sydow, Linda Blair",Horror
Wong Kar-Wai,"Tony Leung Chiu-wai, Maggie Cheung, Ping-Lam Siu","Drama, Romance"
Steve McQueen,"Chiwetel Ejiofor, Michael Kenneth Williams, Michael Fassbender","Biography, Drama, History"
John G. Avildsen,"Sylvester Stallone, Talia Shire, Burt Young","Drama, Sport"
James Mangold,"Hugh Jackman, Patrick Stewart, Dafne Keen","Action, Drama, Sci-Fi"
Gavin O'Connor,"Tom Hardy, Nick Nolte, Joel Edgerton","Action, Drama, Sport"
Wim Wenders,"Harry Dean Stanton, Nastassja Kinski, Dean Stockwell",Drama
Roman Polanski,"Jack Nicholson, Faye Dunaway, John Huston","Drama, Mystery, Thriller"
Richard Linklater,"Ethan Hawke, Julie Delpy, Vernon Dobtcheff","Drama, Romance"
Guy Ritchie,"Jason Flemyng, Dexter Fletcher, Nick Moran","Comedy, Crime"
Céline Sciamma,"Noémie Merlant, Adèle Haenel, Luàna Bajrami","Drama, Romance"
Tom McCarthy,"Mark Ruffalo, Michael Keaton, Rachel McAdams","Biography, Crime, Drama"
"Pete Docter, David Silverman, Lee Unkrich","Billy Crystal, John Goodman, Mary Gibbs","Animation, Adventure, Comedy"
Clint Eastwood,"Hilary Swank, Clint Eastwood, Morgan Freeman","Drama, Sport"
Stanley Kubrick,"Ryan O'Neal, Marisa Berenson, Patrick Magee","Adventure, Drama, War"
Lenny Abrahamson,"Brie Larson, Jacob Tremblay, Sean Bridgers","Drama, Thriller"
"Taichi Ishidate, Naoko Yamada","Miyu Irino, Saori Hayami, Aoi Yûki","Animation, Drama"
Ron Howard,"Daniel Brühl, Chris Hemsworth, Olivia Wilde","Biography, Drama, Sport"
Ingmar Bergman,"Max von Sydow, Gunnar Björnstrand, Bengt Ekerot","Drama, Fantasy"
Mathieu Kassovitz,"Vincent Cassel, Hubert Koundé, Saïd Taghmaoui","Crime, Drama"
Sidney Lumet,"Faye Dunaway, William Holden, Peter Finch",Drama
Hayao Miyazaki,"Hitoshi Takagi, Noriko Hidaka, Chika Sakamoto","Animation, Comedy, Family"
Clint Eastwood,"Clint Eastwood, Bee Vang, Christopher Carley",Drama
Martin Scorsese,"Robert De Niro, Cathy Moriarty, Joe Pesci","Biography, Drama, Sport"
Brad Bird,"Eli Marienthal, Harry Connick Jr., Jennifer Aniston","Animation, Action, Adventure"
William Wyler,"Charlton Heston, Jack Hawkins, Stephen Boyd","Adventure, Drama"
Damián Szifron,"Darío Grandinetti, María Marull, Mónica Villa","Comedy, Drama, Thriller"
Lasse Hallström,"Richard Gere, Joan Allen, Cary-Hiroyuki Tagawa","Biography, Drama, Family"
Jim Sheridan,"Daniel Day-Lewis, Pete Postlethwaite, Alison Crosbie","Biography, Crime, Drama"
Adam Elliot,"Toni Collette, Philip Seymour Hoffman, Eric Bana","Animation, Comedy, Drama"
Terry George,"Don Cheadle, Sophie Okonedo, Joaquin Phoenix","Biography, Drama, History"
Arthur Penn,"Anne Bancroft, Patty Duke, Victor Jory","Biography, Drama"
Carol Reed,"Orson Welles, Joseph Cotten, Alida Valli","Drama, Film-Noir, Mystery"
Frank Capra,"Clark Gable, Claudette Colbert, Walter Connolly","Comedy, Romance"
Alfred Hitchcock,"Laurence Olivier, Joan Fontaine, George Sanders","Drama, Mystery, Romance"
Elia Kazan,"Marlon Brando, Karl Malden, Lee J. Cobb","Crime, Drama, Thriller"
David Lean,"William Holden, Alec Guinness, Jack Hawkins","Adventure, Drama, War"
"Hideaki Anno, Kazuya Tsurumaki","Megumi Ogata, Megumi Hayashibara, Yûko Miyamura","Animation, Action, Drama"
"Jun'ichi Fujise, Tomoyuki Itamura, Masaharu Tomoda","Mahiro Takasugi, Lynn, Yukiyo Fujii","Animation, Drama, Family"
John Ford,"James Stewart, John Wayne, Vera Miles","Drama, Western"
Ingmar Bergman,"Victor Sjöström, Bibi Andersson, Ingrid Thulin","Drama, Romance"
Krzysztof Kieslowski,"Irène Jacob, Jean-Louis Trintignant, Frédérique Feder","Drama, Mystery, Romance"
Lewis Milestone,"Lew Ayres, Louis Wolheim, John Wray","Drama, War"
John Ford,"Henry Fonda, Jane Darwell, John Carradine",Drama
Rajkumar Hirani,"Aamir Khan, Anushka Sharma, Sanjay Dutt","Comedy, Drama, Sci-Fi"
Peter Bogdanovich,"Ryan O'Neal, Tatum O'Neal, Madeline Kahn","Comedy, Crime, Drama"
William Wyler,"Myrna Loy, Dana Andrews, Fredric March","Drama, Romance, War"
Ingmar Bergman,"Bertil Guve, Pernilla Allwin, Kristina Adolphson",Drama
Henri-Georges Clouzot,"Yves Montand, Charles Vanel, Peter van Eyck","Adventure, Drama, Thriller"
"Jimmy Chin, Elizabeth Chai Vasarhelyi","Alex Honnold, Tommy Caldwell, Jimmy Chin","Documentary, Adventure, Sport"
Vetrimaaran,"Vijay Sethupathi, Manju Warrier, Soori","Action, Crime, Drama"
Martin Scorsese,"Robbie Robertson, Muddy Waters, Neil Young","Documentary, Biography, Music"
Frank Capra,"James Stewart, Jean Arthur, Claude Rains","Comedy, Drama"
"Michael Powell, Emeric Pressburger","Anton Walbrook, Marius Goring, Moira Shearer","Drama, Music, Romance"
Ernst Lubitsch,"Carole Lombard, Jack Benny, Robert Stack","Comedy, Romance, War"
Stanley Kramer,"Spencer Tracy, Fredric March, Gene Kelly","Biography, Drama, History"
Yasujirô Ozu,"Chishû Ryû, Chieko Higashiyama, Sô Yamamura",Drama
Justin Folk,"Matt Walsh, Gert Comfrey, Marci Bowers",Documentary
F.W. Murnau,"Gösta Ekman, Emil Jannings, Camilla Horn","Drama, Fantasy, Horror"
Kabir Khan,"Salman Khan, Harshaali Malhotra, Nawazuddin Siddiqui","Action, Adventure, Comedy"
Edward Yang,"Nien-Jen Wu, Elaine Jin, Issei Ogata","Drama, Romance"
Carl Theodor Dreyer,"Maria Falconetti, Eugene Silvain, André Berley","Biography, Drama, History"
Kaige Chen,"Leslie Cheung, Fengyi Zhang, Gong Li","Drama, Music, Romance"
Moustapha Akkad,"Anthony Quinn, Irene Papas, Michael Ansara","Biography, Drama, History"
Gillo Pontecorvo,"Brahim Hadjadj, Jean Martin, Yacef Saadi","Drama, War"
"Pippa Ehrlich, James Reed","Craig Foster, Tom Foster","Documentary, Drama"
"Clyde Bruckman, Buster Keaton","Buster Keaton, Marion Mack, Glen Cavender","Action, Adventure, Comedy"
Henri-Georges Clouzot,"Simone Signoret, Véra Clouzot, Paul Meurisse","Crime, Drama, Horror"
Costa-Gavras,"Yves Montand, Irene Papas, Jean-Louis Trintignant","Crime, Drama, Thriller"
F.W. Murnau,"George O'Brien, Janet Gaynor, Margaret Livingston","Drama, Romance"
Gabriela Cowperthwaite,"Tilikum, Dave Duffus, Samantha Berg","Documentary, Drama, Horror"
Federico Fellini,"Giulietta Masina, François Périer, Franca Marzi",Drama
Mamoru Hosoda,"Aoi Miyazaki, Takao Osawa, Haru Kuroki","Animation, Drama, Family"
Ashutosh Gowariker,"Aamir Khan, Raghubir Yadav, Gracy Singh","Drama, Musical, Sport"
Charles Chaplin,"Charles Chaplin, Mack Swain, Tom Murray","Adventure, Comedy, Drama"
Billy Wilder,"Kirk Douglas, Jan Sterling, Robert Arthur","Drama, Film-Noir"
Jean-Pierre Melville,"Lino Ventura, Paul Meurisse, Jean-Pierre Cassel","Drama, War"
"Park Kyung-Jin, John H. Lee, Kim Tae-won","Jung Woo-sung, Son Ye-jin, Baek Jong-hak","Drama, Romance"
Hwan-kyung Lee,"Ryu Seung-ryong, Kal So-won, Oh Dal-su","Comedy, Drama"
Emir Kusturica,"Davor Dujmovic, Bora Todorovic, Ljubica Adzovic","Comedy, Crime, Drama"
Takehiko Inoue,"Shugo Nakamura, Jun Kasama, Shinichiro Kamio","Animation, Comedy, Drama"
Ingmar Bergman,"Ingrid Bergman, Liv Ullmann, Lena Nyman","Drama, Music"
Jules Dassin,"Jean Servais, Carl Möhner, Robert Manuel","Crime, Drama, Thriller"
